LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
10.0,-1.800000,-1.800000,-6.691135666667e-10,8.029838423585e-12,3,-6.649978000000e-10;-6.620056000000e-10;-6.803373000000e-10
10.0,-1.700000,-1.700000,-6.615561333333e-10,7.494714137459e-12,3,-6.521026000000e-10;-6.621321000000e-10;-6.704337000000e-10
10.0,-1.600000,-1.600000,-6.469750666667e-10,7.350945922956e-12,3,-6.449383000000e-10;-6.391649000000e-10;-6.568220000000e-10
10.0,-1.500000,-1.500000,-6.391508000000e-10,3.381816838131e-12,3,-6.429575000000e-10;-6.347401000000e-10;-6.397548000000e-10
10.0,-1.400000,-1.400000,-6.266487000000e-10,6.078996997861e-12,3,-6.352457000000e-10;-6.223502000000e-10;-6.223502000000e-10
10.0,-1.300000,-1.300000,-6.089355000000e-10,7.097415194750e-12,3,-6.018697000000e-10;-6.186422000000e-10;-6.062946000000e-10
10.0,-1.200000,-1.200000,-6.026139666667e-10,3.241181695342e-12,3,-5.982451000000e-10;-6.035973000000e-10;-6.059995000000e-10
10.0,-1.100000,-1.100000,-5.493471333333e-10,7.414645581250e-12,3,-5.414387000000e-10;-5.473383000000e-10;-5.592644000000e-10
10.0,-1.000000,-1.000000,-5.335860000000e-10,6.272611400897e-12,3,-5.247924000000e-10;-5.389942000000e-10;-5.369714000000e-10
10.0,-0.990000,-0.990000,-5.260427666667e-10,2.913626876516e-12,3,-5.220112000000e-10;-5.287959000000e-10;-5.273212000000e-10
10.0,-0.980000,-0.980000,-5.287819000000e-10,5.955242357789e-12,3,-5.318725000000e-10;-5.204518000000e-10;-5.340214000000e-10
10.0,-0.970000,-0.970000,-5.175860666667e-10,1.208915125897e-11,3,-5.024153000000e-10;-5.319984000000e-10;-5.183445000000e-10
10.0,-0.960000,-0.960000,-5.193562333333e-10,4.910988221213e-12,3,-5.214632000000e-10;-5.125715000000e-10;-5.240340000000e-10
10.0,-0.950000,-0.950000,-5.054775333333e-10,4.312789001202e-12,3,-5.004346000000e-10;-5.109700000000e-10;-5.050280000000e-10
10.0,-0.940000,-0.940000,-5.030333333333e-10,1.887483787716e-12,3,-5.057022000000e-10;-5.017408000000e-10;-5.016570000000e-10
10.0,-0.930000,-0.930000,-5.063202333333e-10,7.943127163501e-12,3,-5.175440000000e-10;-5.003081000000e-10;-5.011086000000e-10
10.0,-0.920000,-0.920000,-5.061655666667e-10,1.060019698978e-12,3,-5.063764000000e-10;-5.073455000000e-10;-5.047748000000e-10
10.0,-0.910000,-0.910000,-4.909666000000e-10,5.739493164615e-12,3,-4.914584000000e-10;-4.837042000000e-10;-4.977372000000e-10
10.0,-0.900000,-0.900000,-4.854319000000e-10,4.027582883898e-12,3,-4.852633000000e-10;-4.904468000000e-10;-4.805856000000e-10
10.0,-0.890000,-0.890000,-4.938040666667e-10,5.958231797177e-12,3,-4.881291000000e-10;-4.912474000000e-10;-5.020357000000e-10
