LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
5.0,3.100000,3.100000,7.053828666667e-10,3.385974095612e-11,3,6.833614000000e-10;7.532177000000e-10;6.795695000000e-10
5.0,3.200000,3.200000,7.318001666667e-10,3.444468219211e-11,3,7.613493000000e-10;6.834877000000e-10;7.505635000000e-10
5.0,3.300000,3.300000,7.339769000000e-10,2.192829386949e-11,3,7.039647000000e-10;7.422209000000e-10;7.557451000000e-10
5.0,3.400000,3.400000,7.167445000000e-10,3.541454303032e-11,3,6.835296000000e-10;7.658152000000e-10;7.008887000000e-10
5.0,3.500000,3.500000,7.441308000000e-10,3.605100549841e-11,3,7.759692000000e-10;6.937261000000e-10;7.626971000000e-10
5.0,3.600000,3.600000,7.243564333333e-10,3.622604129171e-11,3,7.096940000000e-10;7.741994000000e-10;6.891759000000e-10
5.0,3.700000,3.700000,7.460127666667e-10,4.026514584073e-11,3,7.640035000000e-10;6.902288000000e-10;7.838060000000e-10
5.0,3.800000,3.800000,7.314631333333e-10,4.040674485226e-11,3,6.992038000000e-10;7.884408000000e-10;7.067448000000e-10
5.0,3.900000,3.900000,7.348194000000e-10,1.295957543003e-11,3,7.529647000000e-10;7.279799000000e-10;7.235136000000e-10
5.0,4.000000,4.000000,7.591018333333e-10,3.092837964118e-11,3,7.907996000000e-10;7.693544000000e-10;7.171515000000e-10
5.0,4.100000,4.100000,7.355215666667e-10,2.568550741129e-11,3,7.048493000000e-10;7.677108000000e-10;7.340046000000e-10
5.0,4.200000,4.200000,7.613207666667e-10,3.982898513682e-11,3,7.924430000000e-10;7.051016000000e-10;7.864177000000e-10
5.0,4.300000,4.300000,7.607174000000e-10,2.705192194959e-11,3,7.662789000000e-10;7.907164000000e-10;7.251569000000e-10
5.0,4.400000,4.400000,7.921905333333e-10,4.695974722429e-11,3,8.162908000000e-10;7.265474000000e-10;8.337334000000e-10
5.0,4.500000,4.500000,7.319264333333e-10,4.360919927281e-11,3,6.980654000000e-10;7.934968000000e-10;7.042171000000e-10
5.0,4.600000,4.600000,7.486530333333e-10,4.218268699402e-11,3,7.608011000000e-10;7.931595000000e-10;6.919985000000e-10
5.0,4.700000,4.700000,7.565741333333e-10,1.733923369017e-11,3,7.332887000000e-10;7.615599000000e-10;7.748738000000e-10
5.0,4.800000,4.800000,7.497344666667e-10,3.531952285034e-11,3,7.362379000000e-10;7.981311000000e-10;7.148344000000e-10
5.0,4.900000,4.900000,7.803933000000e-10,6.693112776922e-11,3,8.258548000000e-10;6.857626000000e-10;8.295625000000e-10
5.0,5.000000,5.000000,7.869237000000e-10,5.325669833758e-11,3,8.210088000000e-10;7.117170000000e-10;8.280453000000e-10
